frame.time_epoch,ip.proto,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,tcp.len,tcp.flags.fin,tcp.flags.syn,tcp.flags.reset,tcp.flags.push,tcp.flags.ack,tcp.flags.urg,tcp.flags.cwr,tcp.flags.ece,tcp.window_size_value,tcp.hdr_len
1766195326.832966594,6,10.1.0.19,10.1.0.9,59362,3000,68,0,False,False,False,False,True,False,False,False,895,32
1766195326.834133246,6,10.1.0.9,10.1.0.19,3000,59352,68,0,False,False,False,False,True,False,False,False,501,32
1766195326.835295798,6,10.1.0.9,10.1.0.19,3000,59352,581,513,False,False,False,True,True,False,False,False,501,32
1766195326.835504608,6,10.1.0.19,10.1.0.9,59352,3000,68,0,False,False,False,False,True,False,False,False,828,32
1766195326.837979919,6,10.1.0.9,10.1.0.19,3000,59352,7308,7240,False,False,False,True,True,False,False,False,501,32
1766195326.838543344,6,10.1.0.19,10.1.0.9,59352,3000,68,0,False,False,False,False,True,False,False,False,785,32
1766195326.838561545,6,10.1.0.9,10.1.0.19,3000,59352,1833,1765,False,False,False,True,True,False,False,False,501,32
1766195326.838586246,6,10.1.0.19,10.1.0.9,59352,3000,68,0,False,False,False,False,True,False,False,False,820,32
1766195326.838998064,6,10.1.0.9,10.1.0.19,3000,59352,73,5,False,False,False,True,True,False,False,False,501,32
1766195326.841971198,6,10.1.0.19,10.1.0.9,59352,3000,68,0,False,False,False,False,True,False,False,False,828,32
1766195326.874658665,6,10.1.0.19,10.1.0.9,59394,3000,357,289,False,False,False,True,True,False,False,False,899,32
1766195326.881221159,6,10.1.0.9,10.1.0.19,3000,59394,581,513,False,False,False,True,True,False,False,False,501,32
1766195326.881357365,6,10.1.0.19,10.1.0.9,59394,3000,68,0,False,False,False,False,True,False,False,False,899,32
1766195326.882814531,6,10.1.0.9,10.1.0.19,3000,59394,7308,7240,False,False,False,True,True,False,False,False,501,32
1766195326.882929536,6,10.1.0.19,10.1.0.9,59394,3000,68,0,False,False,False,False,True,False,False,False,852,32
1766195326.882939436,6,10.1.0.9,10.1.0.19,3000,59394,1833,1765,False,False,False,True,True,False,False,False,501,32
1766195326.882958537,6,10.1.0.19,10.1.0.9,59394,3000,68,0,False,False,False,False,True,False,False,False,890,32
1766195326.883046241,6,10.1.0.9,10.1.0.19,3000,59394,73,5,False,False,False,True,True,False,False,False,501,32
1766195326.883072442,6,10.1.0.19,10.1.0.9,59394,3000,68,0,False,False,False,False,True,False,False,False,899,32
1766195326.960778329,6,10.1.0.19,10.1.0.9,59404,3000,453,385,False,False,False,True,True,False,False,False,899,32
1766195326.964160481,6,10.1.0.9,10.1.0.19,3000,59404,7308,7240,False,False,False,True,True,False,False,False,501,32
1766195326.964269786,6,10.1.0.19,10.1.0.9,59404,3000,68,0,False,False,False,False,True,False,False,False,852,32
1766195326.964278487,6,10.1.0.9,10.1.0.19,3000,59404,7308,7240,False,False,False,True,True,False,False,False,501,32
1766195326.964296187,6,10.1.0.19,10.1.0.9,59404,3000,68,0,False,False,False,False,True,False,False,False,796,32
1766195326.964305988,6,10.1.0.9,10.1.0.19,3000,59404,1310,1242,False,False,False,True,True,False,False,False,501,32
1766195326.964348590,6,10.1.0.19,10.1.0.9,59404,3000,68,0,False,False,False,False,True,False,False,False,844,32
1766195326.976637341,6,10.1.0.19,10.1.0.9,59378,3000,401,333,False,False,False,True,True,False,False,False,900,32
1766195327.018158905,6,10.1.0.9,10.1.0.19,3000,59378,68,0,False,False,False,False,True,False,False,False,501,32
1766195327.027514224,6,10.1.0.9,10.1.0.19,3000,59378,450,382,False,False,False,True,True,False,False,False,501,32
1766195327.027801937,6,10.1.0.19,10.1.0.9,59378,3000,68,0,False,False,False,False,True,False,False,False,900,32
1766195327.028397664,6,10.1.0.9,10.1.0.19,3000,59378,4098,4030,False,False,False,True,True,False,False,False,501,32
1766195327.028474567,6,10.1.0.19,10.1.0.9,59378,3000,68,0,False,False,False,False,True,False,False,False,874,32
1766195327.028551971,6,10.1.0.9,10.1.0.19,3000,59378,73,5,False,False,False,True,True,False,False,False,501,32
1766195327.028571872,6,10.1.0.19,10.1.0.9,59378,3000,68,0,False,False,False,False,True,False,False,False,874,32
1766195327.035064163,6,10.1.0.19,10.1.0.9,59362,3000,411,343,False,False,False,True,True,False,False,False,899,32
1766195327.041071233,6,10.1.0.9,10.1.0.19,3000,59362,450,382,False,False,False,True,True,False,False,False,501,32
1766195327.041179338,6,10.1.0.19,10.1.0.9,59362,3000,68,0,False,False,False,False,True,False,False,False,900,32
1766195327.041333445,6,10.1.0.9,10.1.0.19,3000,59362,4098,4030,False,False,False,True,True,False,False,False,501,32
1766195327.041371946,6,10.1.0.19,10.1.0.9,59362,3000,68,0,False,False,False,False,True,False,False,False,874,32
1766195327.041421148,6,10.1.0.9,10.1.0.19,3000,59362,73,5,False,False,False,True,True,False,False,False,501,32
1766195327.041442949,6,10.1.0.19,10.1.0.9,59362,3000,68,0,False,False,False,False,True,False,False,False,874,32
1766195327.043496342,6,10.1.0.19,10.1.0.9,59352,3000,341,273,False,False,False,True,True,False,False,False,828,32
1766195327.043552844,6,10.1.0.9,10.1.0.19,3000,59352,68,0,False,False,False,False,True,False,False,False,501,32
1766195327.048351059,6,10.1.0.9,10.1.0.19,3000,59352,581,513,False,False,False,True,True,False,False,False,501,32
1766195327.048513767,6,10.1.0.19,10.1.0.9,59352,3000,68,0,False,False,False,False,True,False,False,False,828,32
1766195327.049736522,6,10.1.0.9,10.1.0.19,3000,59352,7308,7240,False,False,False,True,True,False,False,False,501,32
1766195327.049841526,6,10.1.0.19,10.1.0.9,59352,3000,68,0,False,False,False,False,True,False,False,False,785,32
1766195327.049850827,6,10.1.0.9,10.1.0.19,3000,59352,1833,1765,False,False,False,True,True,False,False,False,501,32
1766195327.049868428,6,10.1.0.19,10.1.0.9,59352,3000,68,0,False,False,False,False,True,False,False,False,772,32
1766195327.049946331,6,10.1.0.9,10.1.0.19,3000,59352,73,5,False,False,False,True,True,False,False,False,501,32
1766195327.049968132,6,10.1.0.19,10.1.0.9,59352,3000,68,0,False,False,False,False,True,False,False,False,819,32
1766195327.085077908,6,10.1.0.19,10.1.0.9,59394,3000,341,273,False,False,False,True,True,False,False,False,899,32
1766195327.088389756,6,10.1.0.9,10.1.0.19,3000,59394,581,513,False,False,False,True,True,False,False,False,501,32
1766195327.088513662,6,10.1.0.19,10.1.0.9,59394,3000,68,0,False,False,False,False,True,False,False,False,899,32
1766195327.089755618,6,10.1.0.9,10.1.0.19,3000,59394,8756,8688,False,False,False,True,True,False,False,False,501,32
1766195327.089873623,6,10.1.0.19,10.1.0.9,59394,3000,68,0,False,False,False,False,True,False,False,False,842,32
