Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
3000,6,20/12/2025 01:40:03,632741.6896820068,7,5,756,1533,286,68,108.0,80.93618885681897,1253,68,306.6,529.0650243590102,3617.589985496876,18.965085114007213,57521.971789273346,168994.67655982985,563320.3983306885,8.344650268554688,632741.6896820068,105456.94828033447,225954.32185744506,563320.3983306885,53.882598876953125,632649.4216918945,158162.35542297363,272309.6121093345,563791.036605835,283.7181091308594,2,1,0,0,232,168,11.062966316504209,7.9021187975030065,68,1253,190.75,340.31833359638176,115816.56818181818,2,2,0,3,11,0,0,0,0.7142857142857143,190.75,108.0,306.6,0,0,0,0,0,0,7,756,5,1533,64240,65160,2,68,632741.6896820068,0,632741.6896820068,632741.6896820068,0,0,0,0
3000,6,20/12/2025 01:40:04,607465.0287628174,7,5,756,761,286,68,108.0,80.93618885681897,481,68,152.2,183.83742818044425,2497.263098568111,19.754223587882223,55224.09352389249,166141.52811769737,553942.6803588867,3.5762786865234375,607465.0287628174,101244.17146046956,222749.98671144093,553942.6803588867,58.88938903808594,607324.6002197266,151831.15005493164,269824.72815225483,554890.3942108154,51.73683166503906,2,1,0,0,232,168,11.523297092931298,8.230926494950927,68,481,126.41666666666667,127.98683052517077,16380.628787878784,2,2,0,3,11,0,0,0,0.7142857142857143,126.41666666666667,108.0,152.2,0,0,0,0,0,0,7,756,5,761,64240,65160,2,68,607465.0287628174,0,607465.0287628174,607465.0287628174,0,0,0,0
3000,6,20/12/2025 01:40:05,613790.2736663818,7,5,755,761,286,68,107.85714285714286,80.90823726384637,481,68,152.2,183.83742818044425,2469.8990274713988,19.55065193249128,55799.1157878529,169853.07714365696,566504.2400360107,3.0994415283203125,613790.2736663818,102298.37894439697,228022.89670504688,566504.2400360107,51.73683166503906,613654.8519134521,153413.71297836304,279094.05360469216,570981.502532959,46.253204345703125,2,1,0,0,232,168,11.404546960619912,8.146104971871367,68,481,126.33333333333333,127.99029319255095,16381.515151515156,2,2,0,3,11,0,0,0,0.7142857142857143,126.33333333333333,107.85714285714286,152.2,0,0,0,0,0,0,7,755,5,761,64240,65160,2,68,613790.2736663818,0,613790.2736663818,613790.2736663818,0,0,0,0
3000,6,20/12/2025 01:40:05,598643.3029174805,7,5,754,1526,286,68,107.71428571428571,80.88204227085738,1246,68,305.2,525.9345966943038,3808.6118877275485,20.045325724881835,54422.11844704368,164208.3144357069,547438.8599395752,4.76837158203125,598643.3029174805,99773.88381958008,220230.76238927452,547438.8599395752,86.78436279296875,598521.9478607178,149630.48696517944,266475.0528184741,547768.3544158936,79.87022399902344,2,1,0,0,232,168,11.693106672847737,8.352219052034098,68,1246,190.0,338.36935171764327,114493.81818181818,2,2,0,3,11,0,0,0,0.7142857142857143,190.0,107.71428571428571,305.2,0,0,0,0,0,0,7,754,5,1526,64240,65160,2,68,598643.3029174805,0,598643.3029174805,598643.3029174805,0,0,0,0
3000,6,20/12/2025 01:40:06,598915.8153533936,7,5,763,761,286,68,109.0,81.1808680252517,481,68,152.2,183.83742818044425,2544.5980235148,20.036204909565352,54446.89230485396,166924.17764146885,556359.5294952393,3.337860107421875,598915.8153533936,99819.30255889893,224263.0538595998,556359.5294952393,46.253204345703125,598746.0613250732,149686.5153312683,272373.52572262404,557204.4849395752,40.29273986816406,2,1,0,0,232,168,11.687786197246455,8.348418712318896,68,481,127.0,127.98082242699846,16379.09090909091,2,2,0,3,11,0,0,0,0.7142857142857143,127.0,109.0,152.2,0,0,0,0,0,0,7,763,5,761,64240,65160,2,68,598915.8153533936,0,598915.8153533936,598915.8153533936,0,0,0,0
3000,6,20/12/2025 01:40:06,651300.4302978516,7,5,752,761,286,68,107.42857142857143,80.8349288011421,481,68,152.2,183.83742818044425,2323.0446804834405,18.42467691064196,59209.130027077415,180010.79945722834,600594.5205688477,4.0531158447265625,651300.4302978516,108550.0717163086,241625.46003326506,600594.5205688477,53.882598876953125,651215.0764465332,162803.7691116333,292705.79536000337,600967.1688079834,81.53915405273438,2,1,0,0,232,168,10.747728197874478,7.676948712767484,68,481,126.08333333333333,128.0045868022871,16385.17424242425,2,2,0,3,11,0,0,0,0.7142857142857143,126.08333333333333,107.42857142857143,152.2,0,0,0,0,0,0,7,752,5,761,64240,65160,2,68,651300.4302978516,0,651300.4302978516,651300.4302978516,0,0,0,0
3000,6,20/12/2025 01:40:07,575169.0864562988,7,5,751,761,286,68,107.28571428571429,80.81401340055301,481,68,152.2,183.83742818044425,2628.7921858173117,20.86343004616914,52288.09876875444,158119.82300089768,527148.4851837158,7.8678131103515625,575169.0864562988,95861.51440938313,212118.25273209513,527148.4851837158,59.1278076171875,575053.4534454346,143763.36336135864,256987.44974949938,527817.964553833,71.28715515136719,2,1,0,0,232,168,12.170334193598665,8.693095852570474,68,481,126.0,128.01065296578747,16386.727272727272,2,2,0,3,11,0,0,0,0.7142857142857143,126.0,107.28571428571429,152.2,0,0,0,0,0,0,7,751,5,761,64240,65160,2,68,575169.0864562988,0,575169.0864562988,575169.0864562988,0,0,0,0
3000,6,20/12/2025 01:40:07,551768.7797546387,7,5,753,761,286,68,107.57142857142857,80.85760558508014,481,68,152.2,183.83742818044425,2743.9029817403725,21.748240277995027,50160.798159512604,159232.7868818934,529886.00730896,3.337860107421875,551768.7797546387,91961.46329243977,214705.42419935993,529886.00730896,40.76957702636719,551674.1275787354,137918.53189468384,261788.10769497938,530317.3065185547,36.00120544433594,2,1,0,0,232,168,12.686473495497099,9.061766782497928,68,481,126.16666666666667,127.99917139883321,16383.787878787884,2,2,0,3,11,0,0,0,0.7142857142857143,126.16666666666667,107.57142857142857,152.2,0,0,0,0,0,0,7,753,5,761,64240,65160,2,68,551768.7797546387,0,551768.7797546387,551768.7797546387,0,0,0,0
3000,6,20/12/2025 01:48:41,1992.7024841308594,4,3,280,212,76,68,70.0,4.0,76,68,70.66666666666667,4.618802153517006,246900.88155061018,3512.817420435511,332.11708068847656,446.0274726735851,1161.336898803711,33.37860107421875,1992.7024841308594,664.2341613769531,940.3196116191541,1749.9923706054688,114.44091796875,1852.273941040039,926.1369705200195,332.6229284479757,1161.336898803711,690.9370422363281,0,0,0,0,136,104,2007.3242402488634,1505.4931801866476,68,76,70.28571428571429,3.9036002917941333,15.238095238095243,2,2,0,0,6,0,0,0,0.75,70.28571428571429,70.0,70.66666666666667,0,0,0,0,0,0,4,280,3,212,64240,65160,0,68,1992.7024841308594,0,1992.7024841308594,1992.7024841308594,0,0,0,0
3000,6,20/12/2025 01:48:41,614960.1936340332,7,5,756,1533,286,68,108.0,80.93618885681897,1253,68,306.6,529.0650243590102,3722.192141370046,19.51345814610771,55905.47214854847,173435.12087180853,577830.5530548096,3.337860107421875,614960.1936340332,102493.3656056722,233305.2944148046,577830.5530548096,41.484832763671875,614528.4175872803,153632.10439682007,283709.52047345636,578442.8119659424,39.10064697265625,2,1,0,0,232,168,11.382850585229498,8.130607560878213,68,1253,190.75,340.31833359638176,115816.56818181818,2,2,0,3,11,0,0,0,0.7142857142857143,190.75,108.0,306.6,0,0,0,0,0,0,7,756,5,1533,64240,65160,2,68,614960.1936340332,0,614960.1936340332,614960.1936340332,0,0,0,0
